hour,day_shift,week_day,weekend,BANHEIRO_02_SENSOR_PRESENCA-010,BANHEIRO_02_LAMPADA-009,bright_value_v2,switch_led,temp_value_v2,bright_value_v2_Y,switch_led_Y,temp_value_v2_Y
19,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
19,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
19,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
19,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
19,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
19,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
19,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
19,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
19,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
19,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
19,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
19,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
19,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
19,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
19,3,2,0,OFF,ON,1000.0,ON,500.0,1000.0,ON,500.0
19,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
19,3,2,0,ON,OFF,1000.0,OFF,500.0,1000.0,ON,500.0
19,3,2,0,ON,OFF,1000.0,OFF,500.0,1000.0,ON,500.0
19,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
19,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
19,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
19,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
19,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
19,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
19,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
19,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
19,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
19,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
20,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
20,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
20,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,ON,1000.0,ON,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
20,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,ON,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,ON,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,ON,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,ON,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,ON,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,ON,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,ON,500.0
21,3,2,0,ON,OFF,1000.0,OFF,500.0,1000.0,ON,500.0
21,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
21,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
21,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
21,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
21,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
21,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
21,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
21,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,ON,500.0
21,3,2,0,ON,ON,1000.0,ON,500.0,1000.0,OFF,500.0
21,3,2,0,ON,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
21,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
22,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
23,3,2,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
0,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
1,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
2,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
3,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
4,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
5,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
5,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
5,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
5,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
5,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
5,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
5,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
5,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
5,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
5,0,3,0,OFF,OFF,1000.0,OFF,500.0,1000.0,OFF,500.0
